itemId,itemName,iconId,itemCategoryId,value,job,price,itemDescription
42,鬼怪的菜刀,item42.png,2,19,0,10000,不可思议的菜刀，烹饪时用，但是到了愤怒的人手里就立刻变成强力的武器。
43,托拉洛克的小刀,item43.png,2,31,0,31400,呈鲜艳蓝色的刀子，据说得到阿斯帝迦的水神托拉洛克的保佑。
44,斧枪,item44.png,2,45,0,67000,柄为黑色，前面弯曲的斧。是优秀的武器，但是总有一种莫名的奇怪感觉。
45,忽必烈的大刀,item45.png,2,48,0,87000,蒙古英雄忽必烈汗使用的大刀，极品，从上往下劈时威力极大。
46,战神的圣枪,item46.png,2,54,0,170000,传说中的枪，据说奥林帕斯12神之中的战神阿雷斯使用过，其特有的光芒让人联想到火焰。
47,圣剑厄克斯卡里巴,item47.png,2,57,0,250000,圣剑，锐利的刀刃可以碎石，据说英国传说中的亚瑟王曾佩带过。
48,妖刀村正,item48.png,2,60,0,100000,带有奇怪妖气的日本刀，锋利无比，但是据说曾给拥有它的人带过厄运。
49,苍蓝橡木盾,item49.png,3,24,0,16000,圆形小盾，非常坚固，青色，用不可思议的橡木制成。
50,穿山甲的铁皮,item50.png,3,18,0,9500,用大穿山甲的皮制成的盾，非常轻，但是比铁还坚固。
51,银盔,item51.png,3,22,0,13000,有醒目的特殊装饰的头盔，表面覆盖银箔，闪烁着美丽的光芒。
52,不死鸟的头盔,item52.png,3,38,0,52000,一部分像嘴那样尖的头盔，装饰成振翅欲飞的鸟的形状，表现不怕死的精神。
53,大象龟的盾,item53.png,3,23,0,14200,用巨大的象龟的甲壳制造的盾，比矿石还要坚硬很多。
54,精灵服装,item54.png,3,26,0,18000,纯白的礼服，穿上后心中特别温暖，传说有精灵保佑穿着它的人。
55,断刃之武艺服,item55.png,3,33,0,19500,轻而且坚韧的武术服，对手的剑刺上后悔断刃。
56,凉爽的铠衣,item56.png,3,34,0,41000,透气性极佳的铠甲，穿着它的人会感觉特别清凉，强度也相当高。
57,卡涅姆勇者的盾,item57.png,3,26,0,20000,非洲中部11世纪繁荣的国度，卡涅姆的战士们使用过的盾，非常坚固。
58,狂徒骑士铠甲,item58.png,3,28,0,25000,据说是陷入奇怪迷信的骑士穿过的铠甲，设计格调相当糟糕。
59,深红连环神甲,item59.png,3,36,0,48000,以铁环链接增加强度的铠甲，传说过去在战斗中曾发出红光，有神明保佑穿着它的骑士。
60,帖木儿的锁战袍,item60.png,3,37,0,50000,最重视实用性的战袍，稍重。14世纪繁荣一时的帖木儿帝国国王帖木儿曾使用过。
61,孔雀袍,item61.png,3,31,0,32000,背后插着孔雀毛的漂亮战袍，美丽而引人注目，但是强度差，因为制作时优先考虑外观而非实用性。
62,图拉战士的头盔,item62.png,3,30,0,30000,传说中的盔，据说古代阿斯帝加的图拉战士战斗戴上它 勇气倍增。
63,忍者的黑装束,item63.png,3,41,0,65535,东洋忍者穿的黑衣，便于活动，不引人注目，是处于的防具。
64,琥珀色铠甲,item64.png,3,43,0,70000,带有黄色光泽的不可思议的铠甲。是优秀的防具，但是材质和制造时间都还是个迷。
65,有迦戈神灵的护身衣,item65.png,3,40,0,62000,用巨大的美洲豹的毛皮制造的出色铠甲，据说是传说中的美洲豹神迦戈所赠与的。
66,背德魔铠,item66.png,3,50,0,100000,看着就令人害怕的铠甲，是从将灵魂卖给无墨而得到力量的骑士的物品中发现的，据说它会选择主人。
67,女皇的长袍,item67.png,3,45,0,84000,外表令人害怕，但却是优秀的防具，过去专横无度的女皇被暗杀时穿着它。
68,教经的铠甲护腿,item68.png,3,48,0,95000,出色的防具，平家的武将平教经在墰浦溺水时穿着它。
69,艾提拉套装,item69.png,3,55,0,180000,极品的铠甲，令欧洲人惧怕的古代胡人的大王艾提拉穿过。
70,美杜莎的盾,item70.png,3,52,0,125000,外表令人害怕，但却是出色的盾，受到美杜莎头发的启发而制造的。
71,萨拉丁的银铠,item71.png,3,58,0,220000,与十字军作战的伊斯兰英雄萨拉丁穿过的铠甲，是德艺兼备者的证物。
72,卡尔马提铠甲,item72.png,3,60,0,270000,法兰克亡国的卡尔·马提在国尔波瓦第战役时穿的铠甲，符合国王身份十分坚固、美观是极品。
73,密涅瓦的盾,item73.png,3,48,0,88000,会自己发光的神奇盾牌，坚固，据说奥林帕斯12神中的战斗女神密涅瓦使用过。
74,魔法的皮手套,item74.png,4,40,2,90000,不可思议的皮手套，上下攀爬桅杆时能保护手。
75,精励的粗绳,item75.png,4,54,2,120000,纯白的粗绳，使用在桅杆上。一使用它，不知为什么就想做活，神奇的缆绳。
76,天河星图,item76.png,4,32,3,50000,描述天河的星星的画轴，据说是海员休闲时一边眺望夜空一边绘制的。
77,星影的天体仪,item77.png,4,63,3,62500,不可思议的天体仪，依夜空的星光能显示出星星的位置。
78,赫拉提斯的诗集,item78.png,4,34,4,1500,公元前罗马的诗人贺拉提斯的作品，告诉人们要快乐地生活，无欲无求。
79,天方夜谭,item79.png,4,45,4,2000,以阿拉伯为中心的民间故事集，讲述一个少女连续一千零一夜讲了各种各样的故事。
80,世界奇闻集,item80.png,4,12,4,3500,将世界中令人笑不出来的无聊笑话汇集而成的书，据说编者是日本人。
81,黄金圆规,item81.png,4,57,5,50000,纯金的圆规，非常高价，据说是过去非常繁荣的国家的国王，为了送给优秀的海员所投资制造的。
82,怀表,item82.png,4,18,5,5000,盖子里面画有圣母像的怀表，拥有的人据说可以得到保佑。
83,洛克的驾船指南书,item83.png,4,40,6,90000,生活在海上的老海员洛克编集的驾船指南书，自传体，非常有用。
84,天佑的手镯,item84.png,4,50,1,240000,不可思议的手镯，上面雕刻的天使带来上天的护佑。
85,善导的拐杖,item85.png,4,70,1,420000,具有神奇力量的拐杖，如果集团的头目拥有它，可以引导手下的人向善。
86,战士们的小鹅笛,item86.png,4,35,1,82000,鸠形的乐器，银色柔美，使听者心情祥和，激发干劲。
87,豪言壮的鸟嘴,item87.png,4,63,7,75000,神秘的物品，拿着它时不知道为什么嘴里就会连续不断的信口胡说。
88,东方见闻录,item88.png,4,34,7,10000,13世纪完成的著作，马克·波罗将他去东方旅行时的见闻总汇而成。
89,战鼓,item89.png,4,15,8,2500,战场上敲的大鼓，让大军知道进退。
90,波塞冬的吼叫,item90.png,4,40,8,110000,奥林帕斯12神的海神波塞冬的灵魂所附着的项链，勇气的象征。
91,高卢战记,item91.png,4,28,8,8000,公元前1世纪，凯撒写的书，详细记述了七年间对高卢作战的经过。
92,亚历山大远征记,item92.png,4,32,8,12000,公元前前4世纪的马其顿国王亚历山大，详细记载其远征路程情况的文献。
93,奇迹的炸弹项链,item93.png,4,52,9,140000,子弹形的项坠，据说可以呼唤奇迹。
94,精制火药的秘传书,item94.png,4,47,9,50000,正确记录精制火药所需的硝石、硫磺、木炭等的混合比、摩擦、热度等条件的卷轴。
95,射穿魔鬼的箭,item95.png,4,68,9,320000,据说是神话时代，天使讨伐恶魔时用过的箭。
96,狮子牙的锯子,item96.png,4,32,10,65000,古代流传下来的名匠的锯子，据说古代为帝国建宫殿时用过。
97,菲迪亚斯的釜子,item97.png,4,56,10,170000,精致的釜子，据说公元前希腊的雕刻家菲狄亚斯喜欢用，附着了艺术家的灵魂。
98,不用磨刀的刨子,item98.png,4,21,10,30000,刃用钻石制成，没有缺口，非常完美。
99,赫洛菲洛斯的医学书,item99.png,4,74,11,97000,古希腊时代医学之祖赫洛菲洛斯所完成的世界上最古老的医学者。
100,达·文西的人体解剖图,item100.png,4,37,11,20000,意大利的天才李奥纳多·达·文西汇总自己的人体研究成果而成的最新的医学书。
101,医学典范,item101.png,4,48,11,62000,11世纪完成于伊斯兰地区的综合医学书。
102,赫斯提亚的锅,item102.png,4,60,12,300000,奥林帕斯12神中灶神赫斯提亚的锅，只要放入食物原料，自然就能做出饭菜。
103,粉红色的围裙,item103.png,4,20,12,7000,非常可爱的围裙，若不管粉红色是否适合粗鲁的海员的话。
104,带纱布的口罩,item104.png,4,30,13,2500,小口罩，为对付饲养室的恶臭而发明的，以手工精心制作而成。
105,讲究的长流鞋,item105.png,4,45,13,95000,橡胶制的漂亮长靴，由于在饲养室脚总是弄得很脏，所以用大量贵重的橡胶制作而成。
106,格列高丽斯的皇冠,item106.png,4,50,14,235000,11世纪权势显赫的罗马教皇格列高里斯七世的皇冠，象征着教皇的绝对权力。
107,有插图的圣经,item107.png,4,24,14,20000,将圣经中难以理解的部分配上插图，以便于理解的书。
108,古代十字架,item108.png,4,30,14,60000,奇迹的十字架，耶稣去世那年制作，长时间埋在土里，经过千年以上财露出地表。
109,孙子兵法书,item109.png,4,30,15,58000,中国的兵法家孙子所写的战术书，多为关于陆战的内容，但是与海战的道理想通，有用处。
110,古伏塔的灵兽,item110.png,4,45,15,220000,被认为是5世纪印度王朝古伏塔制造的青铜像，据说能预测事情的失败。
111,汉尼拔战记,item111.png,4,24,15,10000,公元前与罗马作战的迦太基将军汉尼拔的战记，记述了独特卓越的作战。
112,纪伊国屋的算盘,item112.png,4,39,16,20000,中国、日本使用的商用计算工具，用手指拨珠进行计算。
113,维萨斯的天秤,item113.png,4,58,16,195000,有名的伊斯兰商人使用的天秤，精度很高，几乎没有误差。
114,大鹫像,item114.png,5,1,0,58000,在船头放上好似在广阔的填空迅速飞翔的大鹫的船首像，船就会飞速前进。
115,小猪像,item115.png,5,2,0,36000,以3头神态安详的可爱小猪为造型的船首像，装载船上可以减少饭量。
116,虎鲸像,item116.png,5,3,0,50000,尾巴倒立、威吓敌人的虎鲸形象的船首像，据说装上它的舰队连可怕的暴风雨也可以躲避。
117,白鲸像,item117.png,5,4,0,45000,是白鲸的船首像。白鲸将自己的身体隐藏后被发现，这是表示鲸不战的意识的证据。装上白鲸的船首像好像是不易沉船。
118,龙像,item118.png,5,5,0,60000,表现瞪着敌人、欲发动进攻的龙的形态的船首像，装上它的船只对敌炮击能力会有所提高。
119,海豚像,item119.png,5,6,0,49000,心情舒畅地在海中畅游的可爱父子海豚的船首像，据说可以看见更多的东西。
120,处女像,item120.png,5,7,0,63000,制成纯真少女形状的船首像。以她楚楚动人的美丽带给人们舒适与安逸。
121,魔鬼像,item121.png,5,-1,0,20000,附加着魔咒的不祥船首像。好像能带来各种效果。
122,王者像,item122.png,5,8,0,70000,展现国王形象的船首像。国王亲临前线，指挥属下的身影令水手们倍受鼓舞。
123,圣母像,item123.png,5,9,0,80000,展现圣母怀抱婴儿的船首像。她完全处于上帝的保护之中，富有抵御瘟疫等候侵袭的神秘力量。
124,罗盘,item124.png,4,24,0,5500,航海工具。在海上确定方向实不可取。由中国所发明。
125,六分仪,item125.png,4,15,0,2500,航海工具。用它很容易知道在海上的确切位置。
126,阿里斯塔克斯望远镜,item126.png,4,65,0,90000,望远镜。是古希腊时代的天文学家阿里斯塔克斯制作的。可以看到很远的地方。
127,冰冻的玫瑰,item127.png,6,0,0,1250,蔷薇形状的玻璃工艺品。制作极其精细，宛如由鲜花冰冻而成一般。
128,彩虹色的玻璃珠,item128.png,6,0,0,1500,有美丽色彩的玻璃珠。在原料上进行特殊加工而成，制作方法严禁外传。
129,沙金,item129.png,6,0,0,5000,沙子状黄金。细细碎碎的，但价值很高。与金块风格不同，非常漂亮。
130,制作面包的石臼,item130.png,6,0,0,1000,把小麦磨成分粉，用来制作面包材料的石磨。对于劳动妇女是最高的礼物。
131,徽宗的北宋书,item131.png,6,0,0,35000,水彩画。是鲸鱼书画的北宋皇帝宋宗辉所画。所画人物典雅清秀，所以画面风格超凡脱俗。
132,仙女的彩绸,item132.png,6,0,0,50000,传说中的仙女的彩巾。据说是从天而降的，美丽仙女返回天庭时遗忘在人间。
133,萨佛的诗集,item133.png,6,0,0,5000,书。希腊时代的女诗人萨佛的作品。歌颂了爱与美。
134,惊叹的壶,item134.png,6,0,0,30000,从土里挖掘出来壶。因为发掘的底层时代土器尚未发达，所以引起了考古学者的争论。
135,米罗的维纳斯,item135.png,6,0,0,80000,视为希腊时代作品的美女相。被认为是当时技术的结晶。
136,彩色玻璃小花,item136.png,6,0,0,2000,以盛开在小花瓶中的小花为图案制作的彩色玻璃。可以说是用彩色的玻璃再现温柔美的珍品。
137,新罗的金冠,item137.png,6,0,0,55000,由朝鲜半岛第一个统一国家新罗所制作的黄金王冠。工艺华丽，人们很难想到这是七世纪时代的作品。
138,陶瓷的耳环,item138.png,6,0,0,9000,使用小块瓷珠制作的耳环。将红、白原料巧妙组合而成的，颜色非常美丽。
139,翡翠的大珠,item139.png,6,0,0,7500,美丽的大颗翡翠。成美丽的珍珠状，光线照耀下呈白色，是翡翠中的极品。
140,誓言戒指的剧本,item140.png,6,0,0,8500,书。4世纪时代印度创作的古典小说，描写了仙女与神仙的爱情的故事。
141,正仓院的水壶,item141.png,6,0,0,52000,收藏于奈良正仓院的水壶。据说是产于波斯，远渡重洋而来，但无法考虑。
142,黑琉璃碗,item142.png,6,0,0,7000,中国产的茶碗。在光线照耀下，里侧的蓝色斑点花纹更加色彩斑斓。
143,大花朵的毛毯,item143.png,6,0,0,7500,波斯产高级地毯。用手工精心织成，大朵向日葵是一针针手织而成的。
144,书细雪的长袍,item144.png,6,0,0,5000,穿着舒适的丝绸长袍。用相当薄的纯白材料制成。非常轻。
145,高丽青瓷香炉,item145.png,6,0,0,12000,朝鲜制成的高丽青瓷香炉。涂釉后的成色特别独特。
146,高级放大镜,item146.png,6,0,0,10000,什么都能看清楚的价格昂贵的放大镜。镜片之大堪称世界之最。
147,七色鹦鹉,item147.png,6,0,0,13000,栖息于南部国家色彩鲜艳的鸟类。它能准确地模仿人类语言，是一种神奇的鸟。
148,狩猎神鸟的弓箭,item148.png,7,0,0,90000,用紫衫制成的弓。据说是北欧神话中的射箭能手，狩猎之神鸟尔用的。
149,肯毕西斯的王冠,item149.png,7,0,0,110000,传说的王冠。公元前世纪时代，阿契科曼尼王朝的肯毕西斯国王，在领土扩大后为了炫耀自权力，令人制作的。
150,阿克斯姆王的金印,item150.png,7,0,0,140000,纯金制成的印章。据说是伊索比亚的前身，繁荣于2~6世纪的国家阿克斯姆的国王，在加盖公文时使用的。
151,吠陀本集,item151.png,7,0,0,80000,印度最古老的文献。据说完成于公元前15~10世纪时代。反映了古代雅利安人的生活观念，成为印度思想的源泉。
152,库德里的永久护符,item152.png,7,0,0,120000,木制护身符。是由于在印度尼西亚繁荣发展于10~13世纪的国家库德里传说下来的。据说它保护岛上所有居民避免灾难。
153,秦始皇的长信宫灯,item153.png,7,0,0,100000,黄铜制的烛台。据说是公元前3世纪中国秦始皇所用。在建造阿房宫等宫殿时制成的。
154,水晶头盖骨,item154.png,7,0,0,95000,把水晶磨光，制成的头盖骨形状。它的制作方法是一团迷。
155,泰勒斯的纸地图,item155.png,8,0,0,1000,古地图。画在纸上。
156,库雷欧布罗的布地图,item156.png,8,0,0,1000,古地图。画在布上。
157,贝利安德罗的石地图,item157.png,8,0,0,1000,古地图。刻在石板上。
158,俊伦的叶地图,item158.png,8,0,0,1000,古地图。令人称奇的是画在不会干枯的荷叶上。
159,毕阿斯的货币地图,item159.png,8,0,0,1000,古地图。看上去像图案却发挥了地图的作用。
160,科以伦的竹地图,item160.png,8,0,0,1000,古地图。把特别粗的竹子劈成两半，画在竹子内侧。
161,比塔科史的刀刃地图,item161.png,8,0,0,1000,古地图。刻在大刀的刀尖上。
162,去环状石柱遗迹的地图,item162.png,9,0,0,500,英国南部的详细地图。上面画着未知的记号。
163,去古代竞技场的地图,item163.png,9,0,0,700,古罗马帝国首都一带的地图。整个意大利几乎尽收其内。
164,去岩窟村庄的地图,item164.png,9,0,0,1500,小亚细亚的古地图，把基督徒教徒藏身的村落位置标着记号。
165,撒哈拉大沙漠地图,item165.png,9,0,0,1500,沙漠的地图。是与撒哈拉沙漠正中的神秘城市，廷巴克图进行交易的商队使用的。
166,去帝王清真寺的地图,item166.png,9,0,0,2000,不明地图。在地图正中央做了标记，标记上画着国王的清真寺。
167,穆嘎儿帝国地图,item167.png,9,0,0,1000,印度北部的大帝国木嘎尔帝国的详图。到首都德里的路线一目了然。
168,去古代寺院的地图,item168.png,9,0,0,1000,古代柬埔寨王朝时代的地图。中央画着被视为王宫兼寺院的建筑物。
169,去北京的地图,item169.png,9,0,0,1000,中国北部的详图。标示着前往首都北京的路线。
170,去王陵的地图,item170.png,9,0,0,2500,标着通向国王墓地路线的地图。有些部位已经无法解读。
171,去金阁寺的地图,item171.png,9,0,0,3000,标有前往传说中，在黄金之国日本建造的寺院路线的地图。
172,去古代城市遗迹的地图,item172.png,9,0,0,1000,详细标有现在成为废墟的古代城市，和相距很远的岛屿之间往来情况的地图。
173,奥斯迪加王国彩绘地图,item173.png,9,0,0,2000,记录阿斯帝迦王国文化发源的图画书。画有王国的图画地图。
174,老旧的羊皮纸,item174.png,10,0,0,100,空白的羊皮纸。它的用途是个迷。
175,画有图案的布,item175.png,10,0,0,100,一块画着奇怪图案的布。
176,神秘的石板上半部,item176.png,10,0,0,100,刻着神秘图案的石板的上半部。
177,不枯萎的莲叶,item177.png,10,0,0,100,据说是从太古时代至今还活着，不会干枯的荷叶。
178,古代王国钱币,item178.png,10,0,0,100,被认为是古王国使用的钱币。上面刻着的图案和文字已经腐蚀地模糊不清了。
179,唐代的竹签品,item179.png,10,0,0,100,被认为是唐朝时代中国制作的竹工艺品。
180,典礼用的小刀,item180.png,10,0,0,100,新大陆的古代王朝在仪式上使用的刀子。不像武器那么锋利。
181,红色燃料,item181.png,10,0,0,100,鲜艳的发色燃料。一般不使用，原料也不清楚。
182,黄铜制煤油灯,item182.png,10,0,0,100,黄铜制成的某油灯。好像在祭祀典礼上使用。
183,神秘的石板下半部,item183.png,10,0,0,100,刻着神秘图案的石板的下半部。
184,贵霜朝的大盘,item184.png,10,0,0,100,在古印度制作。好像用来当做进献他国的供品。
185,装有乳液的壶,item185.png,10,0,0,100,盛满乳白色液体的小壶。
186,竹签品的组合说明图,item186.png,10,0,0,100,拼装竹工艺品的详细图解。
187,太阳图纹的刀鞘,item187.png,10,0,0,100,刻着取自太阳形状的图案的小刀鞘。
188,金铜的步钱,item188.png,11,0,0,100,制造中国古代的货币。在铜制的主体上镶了一层金箔。
189,其阿丁的天文观测仪,item189.png,11,0,0,100,负责通知礼拜时间的执事僧（莫阿丁），为了观测天体使用的天体观测仪。
190,昆毕制成的披肩,item190.png,11,0,0,100,用羊驼毛（昆毕）织成的最高级的披肩。织成的是不足特有的图案。
191,藏宝地图,item191.png,12,0,0,100,标着宝物位置的地图。
192,哈尔舒的供品车,item192.png,7,0,0,100000,澳大利亚北亚的铁器文明哈尔舒塔的产物。是一部4轮车，装满了仿造献给神的供品的祭祀品。
193,阿葛曼农的面具,item193.png,7,0,0,100000,与盛于希腊的迈锡尼国王阿葛曼农的黄金面具。
194,羊头狮身像,item194.png,7,0,0,100000,在黑人王国库舒以琥珀金制作的像。狮子身上安着阿门神的圣兽羊头。
195,萨尔贡的头像,item195.png,7,0,0,100000,取自打败耶稣美丽的阿卡得国王萨尔贡的头像。
196,琼恰克的王冠,item196.png,7,0,0,100000,在越南同妹妹陈妹一起抵抗汉民族的统治，不费吹灰之力攻陷65座城市的女中豪杰琼恰克的王冠。
197,殷代方形鼎,item197.png,7,0,0,100000,所谓鼎就是盛装献给神之供物的容器。方形的有4个脚，鼎身上刻着饕餮和铭文。
198,契慕的斧头,item198.png,7,0,0,100000,由繁荣与盛于安第斯地区的契慕王国制作，仪式上用的斧头。
199,怪鱼像,item199.png,5,0,0,80000,取自可怕的怪鱼形状的雕像。看到怪鱼任何敌人都无心恋战。
200,提督像,item200.png,5,0,0,65000,刻画伟大提督勇猛形象的雕像。据说不能直接察觉它的效果。
201,红鹤羽毛鞋,item201.png,4,36,2,72000,能使人感觉身体好像变轻，多高的地方都能轻松而上的鞋。
202,巴班吉达的佩剑,item202.png,2,37,0,51000,族长巴班吉达所佩戴的剑。据说使用这剑能平定部族间的纷争。
203,恍惚的波浪形剑,item203.png,2,45,0,89000,刀身像波浪形的剑。在齿根处装饰着龙头。
204,瞬杀阿拉伯短剑,item204.png,2,43,0,81000,具有伊斯兰特有形状的短剑。为了暗杀而制作，所以杀伤力很强。
205,祝福之盾,item205.png,3,42,0,78000,雕刻着胜利女神奈奇的盾。据说奈奇能保护迟盾者取得胜利。
206,霸王的头盔,item206.png,3,39,0,57000,据说西楚霸王项羽使用的头盔。站在队伍的阵前，能提高本队的士气。头盔本身的防御力很强。
207,思奇比奥的铠甲,item207.png,3,51,0,105000,古罗马帝国的名将思奇比奥喜爱使用的盔甲。护胸上装饰着美丽的浮雕。
